ICAO,Name,City,Elevation,Longitude,Latitude
KMQI,Dare Co Regl,Manteo,11,-75.6954422,35.91905212
KMQJ,Mt Comfort,Indianapolis,859,-85.89681244,39.84415436
KMQS,Chester Co Carlson,Coatesville,649,-75.86549377,39.9789772
KMQW,Telfair-Wheeler,McRae,197,-82.87942505,32.09697723
KMQY,Smyrna,Smyrna,525,-86.52017212,36.00889206
KMRB,Eastern Wv Rgnl/Shepherd Fld,Martinsburg,558,-77.98300934,39.40235901
KMRC,Maury Co,Columbia/Mt Pleasant,668,-87.17929077,35.55345154
KMRF,Marfa Mun,Marfa,4835,-104.0178909,30.37071991
KMRH,Smith,Beaufort,8,-76.66028595,34.73361969
KMRJ,Iowa Co,Mineral Point,1157,-90.23600006,42.88668823
KMRN,Morganton-Lenoir,Morganton,1250,-81.61141205,35.82024002
KMRT,Union Co,Marysville,1007,-83.35157013,40.2246933
KMRY,Monterey Rgnl,Monterey,217,-121.8418503,36.58691406
KMSL,Northwest Alabama Rgnl,Muscle Shoals,543,-87.61139679,34.7453804
KMSN,Dane Co Regl-Truax,Madison,865,-89.33673859,43.14028549
KMSO,Missoula Intl,Missoula,3200,-114.0897293,46.91623306
KMSP,Minneapolis-St Paul Intl,Minneapolis,831,-93.22201538,44.88189316
KMSS,Massena Intl-Richards Field,Massena,208,-74.84539032,44.93619156
KMSV,Sullivan Co Intl,Monticello,1391,-74.79503632,41.70162964
KMSY,Armstrong New Orleans Intl,New Orleans,1,-90.25740814,29.9933548
KMTC,Selfridge Angb,Mt Clemens,579,-82.83695221,42.61251831
KMTH,The Florida Keys Marathon Intl,Marathon,5,-81.0513916,24.72619438
KMTJ,Montrose Rgnl,Montrose,5721,-107.8944778,38.50876236
KMTN,Martin State,Baltimore,15,-76.41377258,39.32567215
KMTO,Coles Co Meml,Mattoon-Charleston,715,-88.28222656,39.47779083
KMTP,Montauk,Montauk,5,-71.92044067,41.07668686
KMTV,Blue Ridge,Martinsville,926,-80.01831818,36.63075256
KMTW,Manitowoc Co,Manitowoc,646,-87.68026733,44.12908554
KMUE,Murrieta Airport,Murrieta,1127,-117.2392426,33.56461716
KMUF,Murfreesboro Airport,Murfreesboro,16,-77.11135864,36.50001526
KMUI,Muir Aaf (Fort Indiantown Gap),Ft Indiantown Gap,472,-76.5686264,40.43518448
KMUL,Spence,Moultrie,294,-83.70748138,31.14128304
KMUN,Munising Airport,Munising,859,-86.90603638,46.3617363
KMUO,Mountain Home Afb,Mountain Home,2989,-115.872406,43.04359055
KMUT,Muscatine Mun,Muscatine,541,-91.14868164,41.36818314
KMUU,Huntingdon Co,Mt Union,571,-77.87623596,40.31748581
KMVC,Monroe Co,Monroeville,416,-87.35106659,31.45804024
KMVE,Montevideo-Chippewa Co,Montevideo,1028,-95.71063995,44.96950531
KMVI,Monte Vista Mun,Monte Vista,7608,-106.048111,37.52725983
KMVL,Morrisville Stowe State,Morrisville,722,-72.61392975,44.53436661
KMVM,Machias-Valley,Machias,83,-67.47861481,44.70312881
KMVN,Mt Vernon,Mt Vernon,468,-88.85874176,38.32323837
KMVY,Martha's Vineyard,Vineyard Haven,60,-70.6142807,41.39376831
KMWA,Veterans Airport Of Southern I,Marion,460,-89.01048279,37.75385666
KMWC,Lawrence J Timmerman,Milwaukee,738,-88.03439331,43.1103096
KMWH,Grant Co Intl,Moses Lake,1170,-119.3210449,47.21061325
KMWK,Mt Airy-Surry Co,Mt Airy,1239,-80.55291748,36.45973587
KMWL,Mineral Wells,Mineral Wells,939,-98.06076813,32.7816391
KMWM,Windom Mun,Windom,1408,-95.10944366,43.91342163
KMWO,Hook Field Mun,Middletown,645,-84.39532471,39.53104019
KMXA,Manila Mun,Manila,241,-90.15457153,35.89444351
KMXF,Maxwell Afb,Montgomery,166,-86.3656311,32.38102341
KMXO,Monticello Regl,Monticello,827,-91.16143036,42.21894455
KMYF,Montgomery-Gibbs Executive,San Diego,419,-117.1397629,32.81576157
KMYJ,Mexico Meml,Mexico,816,-91.81884766,39.1575737
KMYL,Mc Call Muni,McCall,5015,-116.1017838,44.88876724
KMYR,Myrtle Beach Intl,Myrtle Beach,23,-78.92832184,33.67974091
KMYV,Yuba County,Marysville,62,-121.5693512,39.09804916
KMYZ,Marysville Mun,Marysville,1278,-96.63067627,39.85644531
KMZH,Moose Lake/Carlton Co,Moose Lake,1073,-92.80479431,46.41859818
KMZJ,Pinal,Marana,1888,-111.3253403,32.50984573
KMZZ,Marion Mun,Marion,854,-85.67959595,40.48988724
KNAA,Napa Airport,Napa,7,-122.2851944,38.2612915
KNAB,Marion Airport,Marion,1362,-96.83763123,38.20410156
KNAE,Marksville Airport,Marksville,60,-92.18330383,31.08522797
KNAF,Lakeshore Airport,Lakeshore,77,-92.06492615,32.61109924
KNAG,Landmark Airport,Landmark,278,-92.30052185,34.57741928
KNAI,Marksville Airport,Marksville,55,-91.98200989,31.24506569
KNAK,Lake Providence Airport,Lake Providence,89,-91.21453094,32.68903351
KNAL,Ladysmith Airport,Ladysmith,1160,-91.14563751,45.46770859
KNAM,La Harpe Airport,La Harpe,709,-90.88931274,40.73061752
KNAO,Lacon Airport,Lacon,658,-89.47240448,41.05516434
KNAP,Napoleonville Airport,Napoleonville,12,-90.98757172,29.92957497
KNAR,Mattoon Airport,Mattoon,652,-88.47266388,39.55255127
KNAS,Nashville Airport,Nashville,493,-89.36794281,38.35838699
KNAT,Malta Airport,Malta,879,-88.81103516,41.98170853
KNAU,Maple Park Airport,Maple Park,861,-88.58908844,41.89808655
KNAY,Johnson Landing Strip,Manhattan,695,-87.94498444,41.38434219
KNBC,Beaufort MCAS /Merritt Field/,Beaufort,26,-80.7197876,32.47990417
KNBG,New Orleans NAS JRB/Alvin Callender Field,New Orleans,-1,-90.02667999,29.82516289
KNBJ,Barin NOLF,Foley,48,-87.63156128,30.39030838
KNCA,New River MCAS /H/ /Mccutcheon Fld/ Airport,Jacksonville,20,-77.43959808,34.70839691
KNDY,Dahlgren Nswc,Dahlgren,18,-77.03704834,38.33292007
KNDZ,Whiting Field Nas South,Milton,167,-87.01438904,30.6985817
KNEA,New Town Airport,New Town,2101,-101.9645004,47.84558487
KNEB,Two Hearted Airstrip,Newberry,679,-85.42195129,46.69332886
KNEC,New Richland Airport,New Richland,1179,-93.57254791,43.88813782
KNEF,New London Airport,New London,722,-91.47431946,39.65881729
KNEG,Newburgh Airport,Newburgh,380,-87.31913757,37.87942123
KNEL,Lakehurst Maxfield Fld,Lakehurst,93,-74.35214996,40.03509903
KNEM,Newaygo Airport,Newaygo,876,-85.63955688,43.37145615
KNEN,Whitehouse NOLF,Jacksonville,96,-81.86698151,30.34949112
KNEO,Falwell Base,Newport,224,-91.33299255,35.54972076
KNEP,Falwell Railroad Field,Newport,223,-91.36209106,35.55334091
KNEQ,Newberry Airport,Newberry,761,-85.04901886,46.370224
KNER,Falwell Freeway,Newport,220,-91.36252594,35.46527481
KNET,Newport Airport,Newport,2046,-117.2986984,48.32850647
KNEV,Derick Ultralight Flightpark,Newville,684,-77.51855469,40.19445419
KNEW,Lakefront,New Orleans,6,-90.0276947,30.0418644
KNEX,New Stanton Airport,New Stanton,1182,-79.62807465,40.18477631
KNEY,New Albany Airport,New Albany,308,-89.14702606,34.4524231
KNFD,Summerdale NOLF,Summerdale,122,-87.64687347,30.50760841
KNFE,Fentress NALF,Fentress,14,-76.13455963,36.69207001
KNFG,Camp Pendleton MCAS (Munn Field) Airport,Oceanside,69,-117.3551102,33.30130005
KNFJ,Choctaw NOLF,Pensacola,102,-86.95532227,30.50865936
KNFL,Fallon Nas (Van Voorhis Fld),Fallon,3930,-118.6990738,39.4171257
KNFW,Fort Worth Nas Jrb (Carswell F,Ft Worth,636,-97.44154358,32.76919174
KNGP,Corpus Christi Nas/Truax Field,Corpus Christi,15,-97.29001617,27.69267464
KNGS,Santa Rosa NOLF,Milton,133,-86.93949127,30.60991096
KNGT,Goliad Co Industrial,Berclair,301,-97.61257172,28.61161423
KNGU,Norfolk Ns (Chambers Fld),Norfolk,13,-76.28927612,36.93746567
KNGW,Cabaniss Field Nolf,Corpus Christi,25,-97.43890381,27.70281792
KNHK,Patuxent River Nas/Trapnell Fi,Patuxent River,27,-76.41175079,38.28595734
KNHL,Wolf NOLF,Wolf NOLF,49,-87.54130554,30.34429359
KNIC,Niceville Airport,Niceville,224,-86.35301971,30.67029953
KNID,China Lake Naws (Armitage Fld),China Lake,2236,-117.6916962,35.68553925
KNIE,Niceville Airport,Niceville,100,-86.32416534,30.53683662
KNII,Niland Airport,Niland,970,-115.4507599,33.80088425
KNIP,Jacksonville Nas (Towers Fld),Jacksonville,12,-81.67461395,30.23422432
KNJK,El Centro Naf,El Centro,-46,-115.667984,32.82611847
KNJM,Bogue MCALF,Swansboro,18,-77.02884674,34.69028854
KNJW,Williams NOLF,Meridian,528,-88.83452606,32.79894638
KNKT,Cherry Point MCAS /Cunningham Field/,Cherry Point,23,-76.88070679,34.90293884
KNKX,Miramar MCAS,San Diego,452,-117.1425018,32.86848068
KNLC,Lemoore Nas (Reeves Fld),Lemoore,223,-119.95224,36.33307648
KNMM,Meridian Nas /Mc Cain Field/,Meridian,289,-88.55448151,32.55305862
KNOB,Mount Carmel Airport,Mount Carmel,462,-87.89076233,38.48710251
KNOG,Orange Grove NALF,Orange Grove,238,-98.04355621,27.89681816
KNOW,Port Angeles Cgas,Port Angeles,8,-123.4139633,48.14129639
KNPA,Pensacola Nas/Forrest Sherman,Pensacola,20,-87.3180542,30.35321808
KNQA,Millington Rgnl Jetport,Millington,297,-89.87043762,35.35668182
KNQB,Silverhill NOLF,Silverhill NOLF,116,-87.80947876,30.56288147
KNQI,Kingsville Nas,Kingsville,46,-97.8082962,27.50450134
KNQX,Key West Nas /Boca Chica Field,Key West,4,-81.68678284,24.57436752
KNRA,Coupeville NOLF,Coupeville,196,-122.6321182,48.18842697
KNRB,Mayport Ns (Adm David L Mcdona,Mayport,11,-81.42451477,30.39137459
KNRN,Norton Mun,Norton,2362,-99.89498138,39.85260773
KNRQ,Spencer NOLF,Pace,151,-87.13981628,30.62533188
KNRS,Imperial Beach Nolf (Ream Fld),Imperial Beach,18,-117.1153946,32.56572723
KNSE,Whiting Field Nas North,Milton,178,-87.02389526,30.72247887
KNSI,San Nicolas I NOLF,San Nicolas I,491,-119.4581985,33.23979568
KNTD,Point Mugu Nas (Naval Base Ven,Point Mugu,11,-119.118454,34.1191864
KNTU,Oceana Nas /Apollo Soucek Fiel,Oceana,20,-76.03134155,36.82337952
KNUC,San Clemente Island NALF,San Clemente Island,138,-118.5884247,33.02276611
KNUI,Webster NOLF,St Inigoes,17,-76.42844391,38.14614487
KNUN,Saufley NOLF,Pensacola,75,-87.34184265,30.46940804
KNUQ,Moffett Federal Afld,Mountain View,19,-122.0491714,37.4160614
KNUW,Whidbey Island Nas /Ault Field,Oak Harbor,32,-122.6559906,48.3518486
KNVD,Nevada Mun,Nevada,880,-94.30451202,37.85257721
KNW,New Stuyahok,New Stuyahok,315,-157.3283386,59.44986343
KNWL,Waldron Fld NOLF,Waldron Fld NOLF,25,-97.31337738,27.6359024
KNXF,MCOLF Camp Pendleton (Red Beach) Airport,,87,-117.4564896,33.2856636
KNXP,Twentynine Palms Self,Twentynine Palms,2034,-116.1619644,34.29602814
KNXX,Willow Grove NAS Jrb,Willow Grove,335,-75.14819336,40.19992447
KNYG,Quantico MCAF /Turner field,Quantico,10,-77.30501556,38.50362396
KNYL,Yuma MCAS / Yuma Intl,Yuma,196,-114.6040039,32.65841293
KOAB,Lake City Airport,Lake City,935,-84.34069061,33.62047195
KOAE,Oakes Airport,Oakes,1338,-98.14837646,46.09909058
KOAJ,Albert J Ellis,Jacksonville,89,-77.61216736,34.82918167
KOAK,Metropolitan Oakland Intl,Oakland,6,-122.2195435,37.724823
KOAL,Oakland Airport,Oakland,692,-96.91435242,33.98830414
KOAM,Mayville Airport,Mayville,1735,-79.55259705,42.16539001
KOAN,Lake Waccamaw Airport,Lake Waccamaw,52,-78.37458801,34.28441238
KOAR,Marina,Marina,136,-121.761673,36.6815033
KOAU,Lake Carmel Airport,Lake Carmel,702,-73.76130676,41.50692368
KOBE,Okeechobee County,Okeechobee,33,-80.85045624,27.26652718
KOBI,Woodbine Mun,Woodbine,35,-74.79470062,39.21920013
KOCF,Ocala Intl-Jim Taylor Field,Ocala,83,-82.22490692,29.17434311
KOCH,Mangham Regl,Nacogdoches,332,-94.71014404,31.5777607
KOCQ,J. Douglas Bake Meml.,Oconto,603,-87.91004181,44.87422943
KOCW,Warren,Washington,34,-77.04980469,35.57026291
KODD,Odin Airport,Odin,545,-89.03882599,38.65449524
KODO,Odessa-Schlemeyer Field,Odessa,2976,-102.3872604,31.92139053
KODX,Sharp,Ord,2063,-98.95266724,41.62443924
KOEB,Branch Co Meml,Coldwater,956,-85.05164337,41.93341446
KOEL,Oakley Mun,Oakley,3036,-100.8164749,39.10996628
KOEO,Simenstad Mun,Osceola,888,-92.69148254,45.31014252
KOFF,Offutt Afb,Omaha,1005,-95.90851593,41.11932755
KOFK,Norfolk Rgnl/Karl Stefan Memor,Norfolk,1552,-97.43508148,41.98545837
KOFP,Hanover Co Mun,Richmond/Ashland,204,-77.43664551,37.70894623
KOGA,Searle,Ogallala,3257,-101.7693863,41.11988831
KOGB,Orangeburg Muni,Orangeburg,181,-80.85935974,33.45725632
KOGD,Ogden-Hinckley,Ogden,4445,-112.0127029,41.19485855
KOGM,Ontonagon Co,Ontonagon,653,-89.36713409,46.84549713
KOGS,Ogdensburg Intl,Ogdensburg,294,-75.46549225,44.68185043
KOIC,Lt Eaton,Norwich,1018,-75.52410889,42.56653976
KOIN,Oberlin Mun,Oberlin,2677,-100.5397491,39.83495331
KOJA,Stafford,Weatherford,1599,-98.66851807,35.54579544
KOJC,Johnson County Executive,Olathe,1073,-94.73758698,38.84760284
KOKB,Bob Maxwell Memorial Airfield,Oceanside,26,-117.3520508,33.21791077
KOKC,Will Rogers World,Oklahoma City,1278,-97.6022644,35.39263535
KOKH,Lupien,Oak Harbor,167,-122.6727829,48.25152969
KOKK,Kokomo Mun,Kokomo,825,-86.0592041,40.5278244
KOKM,Okmulgee Regl,Okmulgee,703,-95.94854736,35.66815567
KOKS,Garden Co,Oshkosh,3387,-102.3564072,41.40192413
KOKV,Winchester Regl,Winchester,713,-78.14447784,39.14354706
KOKZ,Kaolin,Sandersville,422,-82.83813477,32.96674347
KOLD,Dewitt Old Town Mun,Old Town,124,-68.67434692,44.95219421
KOLE,Cattaraugus Co-Olean,Olean,2124,-78.37120819,42.2417984
KOLF,L M Clayton,Wolf Point,1986,-105.5750809,48.09448242
KOLG,Solon Springs Mun,Solon Springs,1101,-91.81639099,46.31477356
KOLL,Rose Ranch Airport,Olton,3583,-102.1712952,34.12287903
KOLM,Olympia Rgnl,Olympia,199,-122.9020996,46.96992493
KOLS,Nogales Intl,Nogales,3890,-110.8478622,31.41773415
KOLU,Columbus Muni,Columbus,1443,-97.34004211,41.44856644
KOLV,Olive Branch,Olive Branch,398,-89.78684998,34.97880173
KOLY,Olney-Noble,Olney-Noble,472,-88.17635345,38.72176743
KOLZ,Oelwein Mun,Oelwein,1071,-91.97419739,42.68135834
KOMA,Eppley,Omaha,981,-95.89400482,41.30316162
KOMH,Orange Co,Orange,454,-78.04560089,38.24717712
KOMK,Omak,Omak,1301,-119.5180054,48.46440125
KOMN,Ormond Beach Muni,Ormond Beach,25,-81.11379242,29.30111504
KONA,Winona Mun-Conrad,Winona,656,-91.70703888,44.07604599
KONL,The O'Neill Mun-Baker,O'Neill,2032,-98.68773651,42.46924591
KONM,Socorro Mun,Socorro,4795,-106.9035721,34.02257538
KONO,Ontario Mun,Ontario,2191,-117.0132141,44.01964188
KONP,Newport Muni,Newport,149,-124.0576706,44.58069229
KONT,Ontario Intl,Ontario,934,-117.6010513,34.05593491
KONX,Currituck Co,Currituck,13,-76.01546478,36.39995193
KONY,Olney Mun,Olney,1263,-98.81913757,33.3508873
KONZ,Grosse Ile Muni,Detroit/Grosse Ile,581,-83.16163635,42.09908295
KOOA,Oskaloosa Mun,Oskaloosa,838,-92.49383545,41.22679901
KOPF,Miami-Opa Locka Executive,Miami,7,-80.27838135,25.9060936
KOPL,St Landry Parish-Ahart,Opelousas,72,-92.09914398,30.55693054
KOPN,Thomaston-Upson Co,Thomaston,791,-84.26408386,32.95503998
KOQN,Brandywine,West Chester,458,-75.58190918,39.99012375
KOQU,Quonset State,North Kingstown,12,-71.41112518,41.59590912
KOQW,Maquoketa Mun,Maquoketa,753,-90.73885345,42.05006409
KOR,Kakoro(Koroko) Airstrip,Wau,230,146.5335999,-7.834841251
KORB,Orr Regl,Orr,1310,-92.85603333,48.01594925
KORC,Orange City Mun,Orange City,1399,-96.06253815,42.98888779
KORD,Chicago-O'Hare Intl,Chicago,660,-87.90638733,41.97571182
KORE,Orange Mun,Orange,543,-72.28848267,42.57004929
KORF,Norfolk Intl,Norfolk,19,-76.20223999,36.8941803
KORG,Orange Co,Orange,11,-93.80496979,30.06871796
KORH,Worcester Rgnl,Worcester,994,-71.87517548,42.26723099
KORI,Oracle Airport,Oracle,3665,-110.8712616,32.70803833
KORK,North Little Rock Municipal Airport,North Little Rock,536,-92.25479889,34.83336639
KORL,Executive,Orlando,107,-81.33361053,28.54563713
KORS,Orcas I,Eastsound,23,-122.9105759,48.70833588
KORU,Orwigsburg Airport,Orwigsburg,901,-76.06518555,40.69045258
KORW,Ordway Airport,Ordway,4292,-103.7599487,38.20661545
KOSA,Mount Pleasant Regl,Mount Pleasant,353,-94.9617691,33.09689331
KOSC,Oscoda-Wurtsmith,Oscoda,626,-83.39416504,44.45156097
KOSH,Wittman Rgnl,Oshkosh,788,-88.55635071,43.98627472
KOSS,Osborne Airport,Osborne,1621,-98.4805603,39.35409164
KOSU,Ohio State University,Columbus,897,-83.0732193,40.08023834
KOSX,Kosciusko-Attala Co,Kosciusko,482,-89.54202271,33.09026337
KOTG,Worthington Mun,Worthington,1571,-95.57974243,43.65514755
KOTH,Southwest Oregon Rgnl,North Bend,15,-124.2464905,43.41663742
KOTM,Ottumwa Rgnl,Ottumwa,838,-92.44689941,41.10744095
KOTT,Ottawa Airport,Ottawa,610,-88.85931396,41.36468887
KOUN,University of Oklahoma Westheimer Airport,Norman,1178,-97.47209167,35.24539566
KOVE,Oroville Mun,Oroville,184,-121.6205063,39.48846054
KOVL,Olivia Regl,Olivia,1073,-95.03277588,44.77856827
KOVO,North Vernon,North Vernon,755,-85.60631561,39.04553604
KOVS,Boscobel,Boscobel,670,-90.67464447,43.16041565
KOWA,Owatonna Degner Regl,Owatonna,1132,-93.25811768,44.12278366
KOWB,Owensboro-Daviess County Rgnl,Owensboro,403,-87.16670227,37.73908997
KOWD,Norwood Memorial,Norwood,48,-71.17292786,42.19052887
KOWI,Ottawa Mun,Ottawa,962,-95.25376892,38.53879929
KOWK,Central Maine Apt Of Norridgew,Norridgewock,263,-69.86650848,44.71550751
KOWP,Pogue Mun,Sand Springs,889,-96.15182495,36.17526245
KOWX,Putnam Co,Ottawa,758,-83.98184967,41.03561783
KOXB,Ocean City Mun,Ocean City,10,-75.12432098,38.31048203
KOXC,Waterbury-Oxford,Oxford,705,-73.13518524,41.47828293
KOXD,Miami University,Oxford,1037,-84.78438568,39.5022583
KOXI,Starke Co,Knox,682,-86.66532135,41.3301506
KOXR,Oxnard,Oxnard,39,-119.2072372,34.20080948
KOXV,Knoxville Mun,Knoxville,925,-93.11374664,41.29909515
KOYM,St Marys Mun,St Marys,1918,-78.50267792,41.41249847
KOZA,Ozona Mun,Ozona,2366,-101.2021408,30.73521233
KOZR,Cairns AAF (Fort Rucker) Air Field,Ft Rucker,297,-85.71339417,31.27568054
KOZS,Camdenton Meml,Camdenton,1055,-92.69117737,37.97398758
KOZW,Livingston Co,Howell,953,-83.98219299,42.6294632
KPAA,Matagorda Peninsula Airport,Palacios,3,-96.12091064,28.54409218
KPAE,Snohomish County (Paine Fld),Everett,586,-122.2786331,47.90592575
KPAF,Paducah Airport,Paducah,1749,-100.0689545,34.02970886
KPAG,Panguitch Airport,Panguitch,7186,-112.4533463,37.56652451
KPAH,Barkley Rgnl,Paducah,399,-88.77288818,37.06032181
KPAJ,Pawhuska Airport,Pawhuska,1306,-96.55197144,36.96012497
KPAM,Tyndall Afb,Panama City,15,-85.57499695,30.069067
KPAN,Payson,Payson,5147,-111.3392639,34.25687027
KPAO,Palo Alto,Palo Alto,7,-122.11483,37.46089172
KPAP,Green Acres Airfield,Pampa,3234,-100.9942169,35.45438385
KPAQ,Paola Airport,Paola,913,-94.9250946,38.60295105
KPAR,Pahrump Airport,Pahrump,2199,-116.2955475,36.35826111
KPAS,Pawhuska Airport,Pawhuska,1274,-96.54556274,36.76034927
KPAW,Pawhuska Airport,Pawhuska,1263,-96.5528183,36.76946259
KPAZ,Paris Airport,Paris,476,-88.20970154,36.21683121
KPBF,Pine Bluff Rgnl Airport Grider,Pine Bluff,201,-91.93560791,34.17451096
KPBG,Plattsburgh Intl,Plattsburgh,197,-73.46809387,44.65094757
KPBH,Price Co,Phillips,1475,-90.40254211,45.70842361
KPBI,Palm Beach Intl,West Palm Beach,16,-80.09700012,26.68286514
KPBX,Pike Co-Hatcher,Pikeville,1456,-82.56551361,37.56199646
KPCD,Perryville Mun,Perryville,369,-89.8621521,37.86865616
KPCM,Plant City,Plant City,145,-82.16331482,28.00016022
KPCW,Keller,Port Clinton,588,-82.86908722,41.51610947
KPCZ,Waupaca Mun,Waupaca,819,-89.01927948,44.3333168
KPDC,Prairie Du Chien Municipal Airport,Prairie Du Chien,653,-91.1238327,43.01955795
KPDK,Dekalb-Peachtree,Atlanta,989,-84.30232239,33.87591171
KPDT,Eastern Oregon Rgnl At Pendlet,Pendleton,1489,-118.8431396,45.69473267
KPDX,Portland Intl,Portland,26,-122.5981674,45.5886879
KPE,Yapsiei Airport,Ubrub,574,141.0941315,-4.628223896
KPEA,Pella Mun,Pella,878,-92.94587708,41.40120316
KPEE,Red Rock South Airport,Perry,1043,-97.15831757,36.40432358
KPEL,Petal Airport,Petal,130,-89.25199127,31.32866287
KPEN,Pecatonica Airport,Pecatonica,833,-89.46892548,42.25703049
KPEO,Penn Yan,Penn Yan,915,-77.05307007,42.63812256
KPEQ,Pecos Mun,Pecos,2605,-103.510704,31.38235664
KPEX,Paynesville Mun,Paynesville,1183,-94.74471283,45.37207031
KPEY,Perry Airport,Perry,858,-84.27848816,42.82116699
KPEZ,Pleasanton Mun,Pleasanton,403,-98.51998901,28.95419884
KPFC,Pacific City State,Pacific City,10,-123.9618988,45.19934464
KPFN,Panama City-Bay Co Intl,Panama City,10,-85.68300629,30.21213341
KPGA,Page Muni,Page,4265,-111.4487915,36.92714691
KPGD,Punta Gorda,Punta Gorda,22,-81.99186707,26.91978264
KPGR,Kirk,Paragould,288,-90.50968933,36.06407928
KPGV,Pitt-Greenville,Greenville,23,-77.38404846,35.63568115
KPHA,Philip Airport,Philip,2675,-102.1218185,44.06080246
KPHB,Philip Airport,Philip,2640,-102.0761108,44.11556244
KPHD,Clever,New Philadelphia,889,-81.42012024,40.4697876
KPHE,Philip Airport,Philip,2318,-101.8157959,44.49266815
KPHF,Newport News/Williamsburg Intl,Newport News,39,-76.49333954,37.13201523
KPHG,Phillipsburg Mun,Phillipsburg,1896,-99.31608582,39.73476791
KPHH,Swinnie,Andrews,21,-79.52620697,33.45172501
KPHI,Philip Airport,Philip,2896,-102.2434998,43.9235611
KPHK,Palm Beach Co Glades,Pahokee,16,-80.69290161,26.78491211
KPHL,Philadelphia Intl,Philadelphia,15,-75.23742676,39.87394714
KPHN,St Clair Co Intl,Port Huron,645,-82.52874756,42.91104126
KPHP,Philip,Philip,2200,-101.5988159,44.0488205
KPHT,Henry Co,Paris,574,-88.38218689,36.33938217
KPHX,Phoenix Sky Harbor Intl,Phoenix,1121,-112.0118484,33.43358612
KPIA,Greater Peoria Regl,Peoria,643,-89.69249725,40.66405106
KPIB,Hattiesburg/Laurel Rgnl,Hattiesburg-Laurel,296,-89.33707428,31.46715546
KPIC,Pirtleville Airport,Pirtleville,3986,-109.6156235,31.38273239
KPIE,St Petersburg-Clearwater Intl,St Petersburg-Clearwater,8,-82.68773651,27.91055298
KPIH,Pocatello Rgnl,Pocatello,4446,-112.5968704,42.90971756
KPII,Pine Valley Airport,Pine Valley,1523,-116.2768326,32.88988113
KPIK,Pickens Airport,Pickens,236,-89.96500397,32.89806747
KPIL,Port Isabel-Cameron Co,Port Isabel,14,-97.3466568,26.16650009
KPIM,Callaway Gardens-Harris Co,Pine Mountain,901,-84.88247681,32.84069443
KPIN,Pine Airport,Pine,2308,-111.7266312,34.16012573
KPIO,Pioche Airport,Pioche,6476,-114.46772,38.25299835
KPIR,Pierre Rgnl,Pierre,1724,-100.2859955,44.38270187
KPIT,Pittsburgh Intl,Pittsburgh,1146,-80.23174286,40.49135971
KPIV,Pirtleville Airport,Pirtleville,4235,-109.7346725,31.35526085
KPJC,Zelienople Mun,Zelienople,894,-80.16083527,40.80197906
KPJY,Pinckneyville-Du Quoin,Pinckneyville,397,-89.36045074,37.97786713
KPKB,Mid-Ohio Valley Rgnl,Parkersburg,832,-81.43936157,39.34447479
KPKD,Park Rapids Mun-Konshok,Park Rapids,1443,-95.07306671,46.90113449
KPKF,Park Falls Mun,Park Falls,1498,-90.42443848,45.95509338
KPKV,Calhoun Co,Port Lavaca,30,-96.68347931,28.65289497
KPL,Kapal Airport,Daru,178,142.8233185,-8.630042076
KPLB,Clinton Co,Plattsburgh,347,-73.52255249,44.68712234
KPLD,Portland Mun,Portland,914,-84.98902893,40.45154572
KPLK,Clark,Point Lookout,936,-93.22889709,36.62594986
KPLN,Pellston Rgnl Airport Of Emmet,Pellston,714,-84.79660797,45.57107162
KPLR,St Clair Co,Pell City,482,-86.24902344,33.55884171
KPLU,Pierce Co-Thun,Puyallup,536,-122.2872162,47.10391998
KPMB,Pembina Mun,Pembina,795,-97.24063873,48.94241333
KPMD,Palmdale Usaf Plant 42,Palmdale,2518,-118.0845642,34.62939835
KPMH,Greater Portsmouth Regl,Portsmouth,657,-82.84724426,38.8404808
KPMP,Pompano Beach Airpark,Pompano Beach,15,-80.11125183,26.24720001
KPMU,Panola Co,Batesville,219,-89.89287567,34.36349106
KPMV,Plattsmouth Mun,Plattsmouth,1196,-95.91736603,40.94836807
KPMZ,Plymouth Mun,Plymouth,35,-76.75837708,35.81077957
KPNA,Ralph Wenz Field,Pinedale,7082,-109.8110123,42.79741287
KPNC,Ponca City Rgnl,Ponca City,1000,-97.09980011,36.73193359
KPNE,Northeast Philadelphia,Philadelphia,113,-75.01051331,40.0815506
KPNM,Princeton Mun,Princeton,979,-93.60824585,45.55988693
KPNN,Princeton Mun,Princeton,250,-67.56445313,45.20067596
KPNS,Pensacola Intl,Pensacola,108,-87.18661499,30.47343254
KPNT,Pontiac Mun,Pontiac,658,-88.62398529,40.92446518
KPOB,Pope Aaf,Fayetteville,211,-79.01449585,35.17089462
KPOC,Brackett Field,La Verne,991,-117.781662,34.09171677
KPOE,Polk Aaf,Ft Polk,303,-93.19165039,31.04477882
KPOF,Poplar Bluff Mun,Poplar Bluff,329,-90.32484436,36.77391815
KPOH,Pocahontas Mun,Pocahontas,1222,-94.6470108,42.74295807
KPON,Poinciana Airport,Poinciana,65,-81.40475464,28.0552063
KPOU,Hudson Valley Rgnl,Poughkeepsie,154,-73.88336182,41.62684631
KPOV,Portage Co,Ravenna,1193,-81.25163269,41.21019363
KPOY,Powell Mun,Powell,5047,-108.7939072,44.86633301
KPPA,Perry Lefors,Pampa,3240,-100.9965973,35.61354065
KPPF,Tri-City,Parsons,883,-95.5098114,37.33190536
